Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,Elevation_m,Open Date,Latitude,Longitude,Registration_Count
"Dublin - Amador Valley Blvd, CA",7841 Amador Valley Blvd,Dublin,CALIFORNIA,94568,USA,12,250.0,109,Unknown,37.7066,-121.9348,1256646
"San Ardo, CA",65340 Los Lobos Rd,San Ardo,CALIFORNIA,93450,USA,12,250.0,150,Unknown,35.97477,-120.900203,1256646
"Fort Worth - Bucees Blvd, TX",3798 Bucees Boulevard,Fort Worth,TEXAS,76177,USA,20,250.0,192,Unknown,33.023133,-97.279033,230125
"Sun City Center, FL",3726 Sun City Center Blvd,Sun City Center,FLORIDA,33573,USA,8,250.0,11,Unknown,27.7136,-82.3756,254878
"Reston - Sunset Hills Rd, VA",12110 Sunset Hills Rd,Reston,VIRGINIA,20190,USA,12,250.0,113,Unknown,38.956,-77.3654,84936
"Baker (Expansion), CA",71808 Baker Blvd,Baker,CALIFORNIA,92309,USA,56,250.0,284,Unknown,35.262741,-116.081057,1256646
"Mojave - 16870 Hwy 14, CA",16870 CA-14,Mojave,CALIFORNIA,93501,USA,20,250.0,862,Unknown,35.067855,-118.175439,1256646
"Vacaville - Browns Valley Pkwy, CA",154 Browns Valley Pkwy,Vacaville,CALIFORNIA,95688,USA,8,250.0,40,Unknown,38.365225,-121.967972,1256646
"New Springfield - Mahoning Valley Service Plaza, OH","Milepost 273.2, Westbound, Ohio Turnpike",New Springfield,OHIO,44443,USA,8,250.0,380,Unknown,40.940129,-80.585293,50393
"New Springfield - Glacier Hills Service Plaza, OH","Milepost 273.2, Eastbound, Ohio Turnpike",New Springfield,OHIO,44443,USA,8,250.0,381,Unknown,40.939077,-80.587852,50393
"Broadview Heights - Great Lakes Service Plaza, OH","Great Lakes Service Plaza, I-80 West",Broadview Heights,OHIO,44147,USA,8,250.0,380,Unknown,41.291801,-81.670915,50393
"Broadview Heights - Towpath Service Plaza, OH","Towpath Service Plaza, I-80 East",Broadview Heights,OHIO,44147,USA,8,250.0,380,Unknown,41.292244,-81.676134,50393
"Framingham - Old Path Village, MA",971 Concord St,Framingham,MASSACHUSETTS,1701,USA,12,250.0,53,Unknown,42.30519,-71.403475,73768
"Fairfield - Fairfield Centre, CT",696 Post Road,Fairfield,CONNECTICUT,6824,USA,12,250.0,4,Unknown,41.149854,-73.247068,31557
"Fitchburg, WI",2920 Fitchrona Rd,Fitchburg,WISCONSIN,53719,USA,16,250.0,323,Unknown,43.014476,-89.479453,24943
"Modesto - Joyce Ave, CA",1212 Joyce Ave,Modesto,CALIFORNIA,95351,USA,8,250.0,29,Unknown,37.61061,-120.976745,1256646
"Roseville - Freedom Way, CA",1851 Freedom Way,Roseville,CALIFORNIA,95678,USA,24,250.0,39,Unknown,38.792458,-121.298228,1256646
"Ventura, CA",4095 Telegraph Rd,Ventura,CALIFORNIA,93003,USA,12,250.0,57,Unknown,34.275162,-119.239734,1256646
"Clearwater - Largo, FL",15701 US Highway 19 N,Clearwater,FLORIDA,33764,USA,8,250.0,5,Unknown,27.915528,-82.728291,254878
"East Windsor, NJ",420 Forsgate Dr,East Windsor,NEW JERSEY,8512,USA,16,250.0,40,Unknown,40.345495,-74.483726,134753
"Gastonia, NC",3050 East Franklin Blvd,Gastonia,NORTH CAROLINA,28056,USA,12,250.0,216,Unknown,35.260057,-81.123368,70164
"Dallas - Mountain Creek Pkwy, TX",4880 Mountain Creek Parkway,Dallas,TEXAS,75236,USA,8,250.0,148,Unknown,32.672295,-96.968805,230125
"Bend - SW Industrial Way, OR",551 SW Industrial Way,Bend,OREGON,97702,USA,8,250.0,1106,Unknown,44.049486,-121.315537,64361
"Las Cruces, NM",2701 W Amador Ave,Las Cruces,NEW MEXICO,88005,USA,15,250.0,1188,Unknown,32.296716,-106.812414,10276
"Rossford, OH",10055 US-20,Rossford,OHIO,43460,USA,12,250.0,194,Unknown,41.546791,-83.590402,50393
"Visalia - #2, CA",6610 Betty Dr,Visalia,CALIFORNIA,93291,USA,20,250.0,86,Unknown,36.353167,-119.426384,1256646
"San Juan Capistrano - Verdugo St, CA",326701 Verdugo St,San Juan Capistrano,CALIFORNIA,92675,USA,12,250.0,35,Unknown,33.503662,-117.6642,1256646
"Las Vegas - W Charleston Blvd, NV",11011 W Charleston Blvd,Las Vegas,NEVADA,89135,USA,16,250.0,932,Unknown,36.158002,-115.333822,47361
"Milpitas - S Abbott Ave, CA",333 S Abbott Ave,Milpitas,CALIFORNIA,95035,USA,12,250.0,7,Unknown,37.42537,-121.914559,1256646
"Denver - 5940 Tower Rd, CO",5940 Tower Rd,Denver,COLORADO,80249,USA,16,250.0,1630,Unknown,39.80408,-104.770869,90083
"San Antonio - E Basse Rd, TX",255 E Basse Rd,San Antonio,TEXAS,78209,USA,12,250.0,226,Unknown,29.497048,-98.482185,230125
"Sulphur, LA",2615 Ruth St,Sulphur,LOUISIANA,70665,USA,12,250.0,4,Unknown,30.21422,-93.374795,8150
"Lynnwood - 148th St SW, WA",3625 148th St SW,Lynnwood,WASHINGTON,98087,USA,12,250.0,188,Unknown,47.865456,-122.282856,152101
"Clackamas, OR",8936 SE Sunnyside Rd,Clackamas,OREGON,97015,USA,12,250.0,50,Unknown,45.431963,-122.572314,64361
"McHenry, MD",93 Fort Dr,McHenry,MARYLAND,21541,USA,8,250.0,765,Unknown,39.549893,-79.35164,72139
"Albuquerque - Lang Ave NE, NM",5161 Lang Ave NE,Albuquerque,NEW MEXICO,87109,USA,8,250.0,1577,Unknown,35.171811,-106.586584,10276
"Salem (SC), OR",2755 Mission St SE,Salem,OREGON,97301,USA,12,250.0,58,Unknown,44.92155,-123.006624,64361
"Los Altos - Loucks Ave, CA",32 Loucks Ave,Los Altos,CALIFORNIA,94022,USA,20,250.0,24,Unknown,37.399922,-122.114897,1256646
"San Mateo - 230 De Anza Blvd, CA",230 De Anza Blvd,San Mateo,CALIFORNIA,94402,USA,8,250.0,102,Unknown,37.5215,-122.3377,1256646
"Waukesha, WI",1600 E Main St,Waukesha,WISCONSIN,53186,USA,12,250.0,268,Unknown,43.022447,-88.202681,24943
"Portland - Jantzen Beach Center, OR",1405 Jantzen Beach Center,Portland,OREGON,97217,USA,8,250.0,10,Unknown,45.611854,-122.684919,64361
"Quartzsite - Main Event Ln, AZ",370 W Main Event Ln,Quartzsite,ARIZONA,85346,USA,88,250.0,275,Unknown,33.66288,-114.240091,89798
"Rehoboth Beach - Coastal Hwy, DE",19791 Coastal Highway,Rehoboth Beach,DELAWARE,19971,USA,8,250.0,7,Unknown,38.716616,-75.109997,8435
"Pleasanton - Santa Rita Rd, CA",6770 Santa Rita Rd,Pleasanton,CALIFORNIA,94588,USA,12,250.0,105,Unknown,37.69989,-121.871035,1256646
"Staten Island - Richmond Ave, NY",1441 Richmond Ave,Staten Island,NEW YORK,10314,USA,12,250.0,9,Unknown,40.612043,-74.156647,131250
"Salisbury, NC",730 Jake Alexander Blvd S,"Salisbury, NC",NORTH CAROLINA,28147,USA,12,250.0,72,Unknown,35.645142,-80.486013,70164
"Houston - Yale St, TX",195 Yale St,Houston,TEXAS,77007,USA,32,250.0,14,Unknown,29.774428,-95.400631,230125
"Henderson - Las Vegas Blvd S, NV",12300 Las Vegas Blvd S,Henderson,NEVADA,89044,USA,24,250.0,755,Unknown,35.964283,-115.167124,47361
"Newport, OR",2220 N Coast Hwy,Newport,OREGON,97365,USA,8,250.0,1543,Unknown,44.653043,-124.052788,64361
"Rosedale, MD",7501 Pulaski Hwy,Rosedale,MARYLAND,21237,USA,8,250.0,23,Unknown,39.311994,-76.525368,72139
"Spartanburg, SC",2100 Winchester Place,Spartanburg,SOUTH CAROLINA,29301,USA,8,250.0,253,Unknown,34.936515,-81.982822,20873
"Battle Creek, MI",6405 B Dr N,Battle Creek,MICHIGAN,49014,USA,12,250.0,285,Unknown,42.26246,-85.17463,50284
"Springfield - W Jefferson St, IL",1700 W Jefferson St,Springfield,ILLINOIS,62702,USA,12,250.0,178,Unknown,39.807044,-89.681966,99573
"San Anselmo, CA",834 Sir Francis Drake Blvd,San Anselmo,CALIFORNIA,94960,USA,8,250.0,20,Unknown,37.980562,-122.565755,1256646
"McLean, VA",1911 Chain Bridge Road,McLean,VIRGINIA,22102,USA,20,250.0,143,Unknown,38.9153758,-77.225194,84936
"Irving, TX",3340 Hackberry Rd,Irving,TEXAS,75063,USA,12,250.0,163,Unknown,32.925559,-96.991554,230125
"Las Vegas - 7400 S Las Vegas Blvd, NV",7400 S Las Vegas Blvd,Las Vegas,NEVADA,89123,USA,28,250.0,678,Unknown,36.056634,-115.170356,47361
"Chandler, AZ",3075 W Ray Rd,Chandler,ARIZONA,85226,USA,12,250.0,362,Unknown,33.319309,-111.896576,89798
"Brick Township, NJ",535 NJ-70,Brick Township,NEW JERSEY,8723,USA,8,250.0,8,Unknown,40.056372,-74.15166,134753
"Framingham - 130 Worcester Rd, MA",130 Worcester Rd,Framingham,MASSACHUSETTS,1702,USA,12,250.0,51,Unknown,42.297652,-71.399414,73768
"St. Louis - Riverview Dr, MO",11005 Riverview Dr,St. Louis,MISSOURI,63138,USA,8,250.0,139,Unknown,38.768852,-90.182684,26861
"Swedesboro, NJ",1700 Center Square Rd,Swedesboro,NEW JERSEY,8085,USA,11,250.0,7,Unknown,39.759041,-75.360179,134753
"Laguna Hills, CA",25272 Cabot Rd,Laguna Hills,CALIFORNIA,92653,USA,16,250.0,112,Unknown,33.595554,-117.675507,1256646
"Doral - NW 25th St, FL",9700 NW 25th St,Doral,FLORIDA,33172,USA,8,250.0,2,Unknown,25.796437,-80.35376,254878
"Anderson, CA",5025 Rhonda Rd,Anderson,CALIFORNIA,96007,USA,8,250.0,149,Unknown,40.433579,-122.288611,1256646
"Prairie du Chien, WI",525 S Marquette Rd,Prairie du Chien,WISCONSIN,53821,USA,8,250.0,194,Unknown,43.045703,-91.141403,24943
"Sugar Land, TX",4989 Sweetwater Blvd,Sugar Land,TEXAS,77479,USA,12,250.0,22,Unknown,29.586968,-95.634899,230125
"Vernon, CT",145 Talcottville Rd,Vernon,CONNECTICUT,6066,USA,8,250.0,66,Unknown,41.831054,-72.49581,31557
"Cary - Tryon Rd, NC",6466 Tryon Rd,Cary,NORTH CAROLINA,27518,USA,12,250.0,112,Unknown,35.745074,-78.762269,70164
"Russell, KS",1219 S Fossil St,Russell,KANSAS,67665,USA,8,250.0,557,Unknown,38.8679258,-98.8538087,11271
"Burlington - Marketplace Dr, WA",2001 Marketplace Dr,Burlington,WASHINGTON,98233,USA,16,250.0,9,Unknown,48.4511937,-122.33983,152101
"Coney Island, NY",3035 Cropsey Ave,Brooklyn,NEW YORK,11224,USA,12,250.0,2,Unknown,40.581652,-73.985056,131250
"Nashville - 11th Ave N, TN",500 11th Ave N,Nashville,TENNESSEE,37203,USA,12,250.0,127,Unknown,36.1646189,-86.7910833,33221
"Medford, NJ",257 NJ-70,Medford,NEW JERSEY,8055,USA,12,250.0,19,Unknown,39.904558,-74.80511,134753
"Escondido, CA",201 W Mission Ave,Escondido,CALIFORNIA,92025,USA,20,250.0,198,Unknown,33.12945,-117.08769,1256646
"Denver - 6691 Tower Rd, CO",6691 Tower Rd,Denver,COLORADO,80249,USA,8,250.0,1629,Unknown,39.817784,-104.772242,90083
"Grasonville - Hissey Rd, MD",101 Hissey Rd,Grasonville,MARYLAND,21638,USA,8,250.0,4,Unknown,38.965566,-76.194145,72139
"Arnold, CA",2182 CA-4,Arnold,CALIFORNIA,95223,USA,8,250.0,1170,Unknown,38.239119,-120.364891,1256646
"Haltom City, TX",1715 Haltom Rd,Haltom City,TEXAS,76117,USA,8,250.0,162,Unknown,32.783349,-97.273818,230125
"Billings - N Frontage Rd, MT",2711 N Frontage Rd,Billings,MONTANA,59101,USA,12,250.0,948,Unknown,45.816835,-108.416578,4608
"Sunnyvale - E El Camino Real, CA",576 E El Camino Real,Sunnyvale,CALIFORNIA,94087,USA,12,250.0,7,Unknown,37.362342,-122.026278,1256646
"Edison - 1003 US-1, NJ",1003 US-1,Edison,NEW JERSEY,8817,USA,16,250.0,29,Unknown,40.518056,-74.37238,134753
"Mountain View - Grant Rd, CA",1350 Grant Rd,Mountain View,CALIFORNIA,94040,USA,32,250.0,39,Unknown,37.378052,-122.077578,1256646
"McDermitt, NV",195 US-95,McDermitt,NEVADA,89421,USA,8,250.0,1351,Unknown,41.9952675,-117.7177391,47361
"Cle Elum - W Davis St, WA",808 W Davis St,Cle Elum,WASHINGTON,98922,USA,8,250.0,614,Unknown,47.195259,-120.956232,152101
"Willmar, MN",2201 1st St,Willmar,MINNESOTA,56201,USA,8,250.0,340,Unknown,45.10196,-95.041742,37050
"Marshall, MN",900 E Main St,Marshall,MINNESOTA,56258,USA,12,250.0,352,Unknown,44.438564,-95.777511,37050
"Champaign - W Kirby Ave, IL",2901 W Kirby Ave,Champaign,ILLINOIS,61821,USA,12,250.0,220,Unknown,40.09741668253737,-88.294937287131,99573
"Lakemoor, IL",27555 IL-120,Lakemoor,ILLINOIS,60051,USA,12,250.0,236,Unknown,42.321493,-88.169682,99573
"Newark - Gateway Blvd, CA",8200 Gateway Blvd,Newark,CALIFORNIA,94560,USA,18,250.0,3,Unknown,37.536013,-122.063348,1256646
"Owings Mills, MD",10450 Grand Central Ave,Owings Mills,MARYLAND,21117,USA,12,250.0,144,Unknown,39.407596,-76.782871,72139
"Laurel, MT",301 S Washington Ave,Laurel,MONTANA,59044,USA,8,250.0,1001,Unknown,45.6661532,-108.7614891,4608
"Georgetown, DE",20983 Dupont Blvd,Georgetown,DELAWARE,19947,USA,8,250.0,15,Unknown,38.688327,-75.397265,8435
"St. Regis, MT",60 Mullan Gulch Rd,St Regis,MONTANA,59866,USA,12,250.0,802,Unknown,47.29891,-115.09932,4608
"Chatsworth, CA",9183 De Soto Ave,Chatsworth,CALIFORNIA,91311,USA,8,250.0,273,Unknown,34.23802,-118.589407,1256646
"Milan, NM",1500 Willow Dr,Milan,NEW MEXICO,87021,USA,8,250.0,1988,Unknown,35.183045,-107.898024,10276
"West Covina - S Azusa Ave, CA",1414 S Azusa Ave,West Covina,CALIFORNIA,91791,USA,16,250.0,158,Unknown,34.047758,-117.906879,1256646
"Daly City - Mission St, CA",6955 Mission St,Daly City,CALIFORNIA,94014,USA,12,250.0,96,Unknown,37.696548,-122.463229,1256646
"Alhambra, CA",2400 W Commonwealth Ave,Alhambra,CALIFORNIA,91803,USA,12,250.0,144,Unknown,34.087069,-118.151192,1256646
"Matamoras, PA",111 Hulst Dr,Matamoras,PENNSYLVANIA,18336,USA,16,250.0,129,Unknown,41.353461,-74.72394,70154
"Mount Vernon - S 42nd St, IL",1409 S 42nd St,Mt. Vernon,ILLINOIS,62864,USA,8,250.0,152,Unknown,38.300369,-88.942472,99573
"Evansville, IN",2622 Menards Dr,Evansville,INDIANA,47715,USA,12,250.0,117,Unknown,38.001531,-87.494443,26101
"New Philadelphia, OH",1281 W High Ave,New Philadelphia,OHIO,44663,USA,12,250.0,265,Unknown,40.494068,-81.473561,50393
"Carmel - N Illinois St, IN",11545 N Illinois St,Carmel,INDIANA,46032,USA,8,250.0,260,Unknown,39.95444,-86.16269,26101
"Glendale - N Glendale Ave, CA",223 N Glendale Ave,Glendale,CALIFORNIA,91206,USA,16,250.0,177,Unknown,34.148997,-118.247798,1256646
"Indianapolis - Col. H. Weir Cook Memorial Dr, IN",7800 Col. H. Weir Cook Memorial Dr,Indianapolis,INDIANA,46241,USA,12,250.0,229,Unknown,39.699773,-86.313723,26101
"George, WA",224 Bing Ave,George,WASHINGTON,98848,USA,12,250.0,375,Unknown,47.081148,-119.861514,152101
"Sealy, TX",9027 Southeast I-10 Frontage Rd,Sealy,TEXAS,77474,USA,8,250.0,41,Unknown,29.76911,-96.046154,230125
"Fond du Lac, WI",485 N Rolling Meadows Dr,Fond du Lac,WISCONSIN,54937,USA,12,250.0,234,Unknown,43.791436,-88.485968,24943
"Hollywood - Universal Hollywood Dr, CA",333 E Universal Hollywood Dr,Hollywood,CALIFORNIA,90068,USA,12,250.0,210,Unknown,34.13681,-118.359396,1256646
"Huntington Beach, CA",7777 Edinger Ave 100,Huntington Beach,CALIFORNIA,92647,USA,12,250.0,7,Unknown,33.731412,-117.992233,1256646
"El Paso - N Desert Blvd, TX",6450 N Desert Blvd,El Paso,TEXAS,79912,USA,20,250.0,1180,Unknown,31.884966,-106.580432,230125
"New Castle - I-295, DE",2160 New Castle Ave,New Castle,DELAWARE,19720,USA,8,250.0,7,Unknown,39.6952,-75.5555,8435
"Houston - Telephone Rd, TX",6306 Telephone Rd,Houston,TEXAS,77087,USA,12,250.0,9,Unknown,29.67547,-95.289948,230125
"Houston - Airline Dr, TX",2546 Airline Drive,Houston,TEXAS,77009,USA,12,250.0,17,Unknown,29.809944,-95.381879,230125
"Huntington Beach - Edinger Ave, CA",7222 Edinger Ave,Huntington Beach,CALIFORNIA,92647,USA,32,250.0,6,Unknown,33.729552,-118.002561,1256646
"Livermore - Vasco Rd, CA",1472 N Vasco Rd,Livermore,CALIFORNIA,94551,USA,32,250.0,161,Unknown,37.718847,-121.724535,1256646
"Brownsville - Ruben M Torres Blvd, TX",5850 Ruben M Torres Blvd,Brownsville,TEXAS,78526,USA,16,250.0,6,Unknown,25.943731,-97.429042,230125
"Los Angeles - N Soto St, CA",2200 N Soto St,Los Angeles,CALIFORNIA,90032,USA,8,250.0,121,Unknown,34.06908,-118.194724,1256646
"Brenham, TX",2685 Schulte Blvd,Brenham,TEXAS,77833,USA,8,250.0,111,Unknown,30.140533,-96.400537,230125
"Ashland, OH",1392 Enterprise Pkwy,Ashland,OHIO,44805,USA,12,250.0,300,Unknown,40.859402,-82.268121,50393
"Midvale, UT",807 East Fort Union Blvd,Midvale,UTAH,84047,USA,8,250.0,1353,Unknown,40.622823,-111.868732,39998
"Onamia, MN",205 Lindquist St,Onamia,MINNESOTA,56359,USA,4,250.0,377,Unknown,46.066137,-93.663538,37050
"Copper Mountain, CO",50 Frontage Rd,Frisco,COLORADO,80443,USA,8,250.0,2956,Unknown,39.505696,-106.14114,90083
"Lynnfield - Broadway, MA",28 Broadway,Lynnfield,MASSACHUSETTS,1940,USA,12,250.0,34,Unknown,42.505037,-71.015444,73768
"Granada Hills - N Balboa Blvd, CA",10361 N Balboa Blvd,Granada Hills,CALIFORNIA,91344,USA,20,250.0,317,Unknown,34.258565,-118.502667,1256646
"Enfield, CT",51 Palomba Dr,Enfield,CONNECTICUT,6082,USA,12,250.0,36,Unknown,41.991015,-72.571105,31557
"Oceanside, CA",990 Pier View Way,Oceanside,CALIFORNIA,92054,USA,20,250.0,37,Unknown,33.199147,-117.376891,1256646
"Houston - Washington Ave, TX",804 Washington Avenue,Houston,TEXAS,77007,USA,12,250.0,12,Unknown,29.766874,-95.36592,230125
"Houston - Queensbury Lane, TX",12712 Queensbury Lane,Houston,TEXAS,77024,USA,12,250.0,24,Unknown,29.778456,-95.558652,230125
"Knightdale, NC",3001 Widewaters Parkway,Knightdale,NORTH CAROLINA,27545,USA,11,250.0,96,Unknown,35.795716,-78.505527,70164
"Salt Lake City - Admiral Byrd Rd, UT",200 Admiral Byrd Rd,Salt Lake City,UTAH,84116,USA,8,250.0,1288,Unknown,40.772184,-112.022278,39998
"St. Charles, IL",855 S Randall Rd,St. Charles,ILLINOIS,60134,USA,12,250.0,242,Unknown,41.8998,-88.3417,99573
"Issaquah Highlands, WA",940 NE Park Dr,Issaquah,WASHINGTON,98029,USA,8,250.0,155,Unknown,47.544008,-122.016938,152101
"Destin, FL",981 Hwy 98,Destin,FLORIDA,32541,USA,12,250.0,9,Unknown,30.390504,-86.479102,254878
"Boise - N Orchard St, ID",851 N Orchard St,Boise,IDAHO,83706,USA,8,250.0,830,Unknown,43.612237,-116.244471,8501
"Woodbridge - Richmond Hwy, VA",15809 Richmond Hwy,Woodbridge,VIRGINIA,22191,USA,8,250.0,6,Unknown,38.608853,-77.290304,84936
"Compton, CA",1621 S Alameda St,Compton,CALIFORNIA,90220,USA,12,250.0,18,Unknown,33.8789,-118.2193,1256646
"Las Vegas - Kevin Way, NV",6480 Kevin Way,Las Vegas,NEVADA,89149,USA,12,250.0,781,Unknown,36.278556,-115.289673,47361
"Blacksburg, VA",1704 S Main St,Blacksburg,VIRGINIA,24060,USA,8,250.0,638,Unknown,37.211116,-80.400493,84936
"Los Angeles - 668 S Alameda St, CA",668 S Alameda St,Los Angeles,CALIFORNIA,90021,USA,8,250.0,76,Unknown,34.03575,-118.238039,1256646
"Irvine - Von Karman Ave, CA",19100 Von Karman Ave,Irvine,CALIFORNIA,92612,USA,8,250.0,14,Unknown,33.670156,-117.858319,1256646
"Stockton (SC), CA",3131 Auto Center Cir,Stockton,CALIFORNIA,95212,USA,8,250.0,9,Unknown,38.01908,-121.276399,1256646
"Shaker Heights, OH",20040-20200 Van Aken Blvd,Shaker Heights,OHIO,44122,USA,12,250.0,317,Unknown,41.465546,-81.538146,50393
"Lebec - Gorman Post Rd, CA",49771 Gorman Post Rd,Gorman,CALIFORNIA,93243,USA,63,250.0,1170,Unknown,34.796255,-118.853932,1256646
"Hayward - Mission Blvd, CA",26905 Mission Blvd,Hayward,CALIFORNIA,94544,USA,12,250.0,24,Unknown,37.644903,-122.063057,1256646
"Daly City - Bryant St, CA",1590 Bryant St,Daly City,CALIFORNIA,94015,USA,32,250.0,57,Unknown,37.688188,-122.473605,1256646
"San Diego - Kearny Mesa, CA",8310 Clairemont Mesa Blvd,San Diego,CALIFORNIA,92111,USA,16,250.0,125,Unknown,32.8333,-117.1446,1256646
"Portsmouth, RI",3302 E Main Rd,Portsmouth,RHODE ISLAND,2871,USA,8,250.0,31,Unknown,41.617703,-71.247255,6396
"Middletown-Odessa, DE",690 Middletown Odessa Rd,Middletown,DELAWARE,19709,USA,8,250.0,17,Unknown,39.452761,-75.680246,8435
"Sunnyvale - N Mathilda Ave, CA",1100 N Mathilda Ave,Sunnyvale,CALIFORNIA,94089,USA,8,250.0,7,Unknown,37.404383,-122.02605,1256646
"Stevens Point, WI",1600 Academy Ave,Stevens Point,WISCONSIN,54481,USA,8,250.0,341,Unknown,44.536,-89.5782862,24943
"Dedham - 100 Providence Hwy, MA",100 Providence Highway,Dedham,MASSACHUSETTS,2026,USA,12,250.0,28,Unknown,42.260254,-71.168939,73768
"Lompoc, CA",3734 Constellation Rd,Lompoc,CALIFORNIA,93436,USA,12,250.0,105,Unknown,34.700387,-120.467415,1256646
"Talleyville, DE",4024 Concord Pike,Wilmington,DELAWARE,19803,USA,8,250.0,119,Unknown,39.8103,-75.5514,8435
"Fremont - Civic Center Dr, CA",39410 Civic Center Dr,Fremont,CALIFORNIA,94538,USA,8,250.0,19,Unknown,37.5537,-121.9736,1256646
"Malibu - Pacific Coast Highway, CA",30745 Pacific Coast Hwy,Malibu,CALIFORNIA,90265,USA,20,250.0,6,Unknown,34.031792,-118.842266,1256646
"Quincy, MA",453 Washington St,Quincy,MASSACHUSETTS,2169,USA,8,250.0,11,Unknown,42.247935,-70.982978,73768
"Plainview - 1667 Old Country, NY",1667 Old Country Rd,Plainview,NEW YORK,11803,USA,8,250.0,52,Unknown,40.780501,-73.448435,131250
"Sun Valley, CA",8501 Laurel Canyon Blvd,Sun Valley,CALIFORNIA,91352,USA,40,250.0,256,Unknown,34.225463,-118.397666,1256646
"Baker - Mojave Pointe Rd, CA",56383 Mojave Pointe Rd,Baker,CALIFORNIA,92309,USA,32,250.0,291,Unknown,35.268981,-116.067041,1256646
"Abingdon, VA",25016 Lee Hwy,Abingdon,VIRGINIA,24211,USA,8,250.0,621,Unknown,36.712294,-81.928695,84936
"Hackensack, NJ",390 Hackensack Ave,Hackensack,NEW JERSEY,7601,USA,8,250.0,6,Unknown,40.907703,-74.030779,134753
"Mahwah, NJ",280 Route 17 S,Mahwah,NEW JERSEY,7430,USA,8,250.0,94,Unknown,41.090122,-74.155284,134753
"San Diego - Valley Centre Drive, CA",3810 Valley Centre Dr,San Diego,CALIFORNIA,92130,USA,16,250.0,28,Unknown,32.938702,-117.231395,1256646
"Jefferson City, MO",3721 W Truman Blvd,Jefferson City,MISSOURI,65109,USA,7,250.0,242,Unknown,38.5879,-92.2552,26861
"Provo - S 40 E, UT",1505 S 40 E,Provo,UTAH,84606,USA,12,250.0,1376,Unknown,40.214126,-111.656782,39998
"North Hollywood, CA",6150 Laurel Canyon Blvd,North Hollywood,CALIFORNIA,91606,USA,12,250.0,207,Unknown,34.1814,-118.3954,1256646
"Orlando - W Robinson St, FL",W Robinson St,Orlando,FLORIDA,32801,USA,16,250.0,33,Unknown,28.545986,-81.381115,254878
"Santa Barbara - Ortega St, CA",E Ortega St,Santa Barbara,CALIFORNIA,93101,USA,12,250.0,9,Unknown,34.41927,-119.69715,1256646
"Fall River, MA",323 William S. Canning Blvd,Fall River,MASSACHUSETTS,2721,USA,8,250.0,56,Unknown,41.673139,-71.161876,73768
"Weston, FL",2210 Weston Rd,Weston,FLORIDA,33326,USA,12,250.0,2,Unknown,26.092018,-80.37112,254878
"Issaquah - Gilman, WA",317 NW Gilman Blvd,Issaquah,WASHINGTON,98027,USA,8,250.0,21,Unknown,47.540084,-122.041717,152101
"Dunkirk, MD",10205 Kirksville Ln,Dunkirk,MARYLAND,20754,USA,8,250.0,46,Unknown,38.717658,-76.660754,72139
"Carlin, NV",1014 Fir St,Carlin,NEVADA,89822,USA,8,250.0,1514,Unknown,40.7203,-116.1065,47361
"Westminster, MD",720 Corporate Center Ct,Westminster,MARYLAND,21157,USA,8,250.0,232,Unknown,39.595992,-76.998508,72139
"Culver City - Raintree Plaza, CA",10772 Jefferson Blvd,Culver City,CALIFORNIA,90230,USA,12,250.0,15,Unknown,34.001681,-118.393103,1256646
"Roslyn Heights, NY",300 Roslyn Rd,Roslyn Heights,NEW YORK,11577,USA,8,250.0,42,Unknown,40.784034,-73.638233,131250
"Ladera Heights, CA",5245 W Centinela Ave,Los Angeles,CALIFORNIA,90045,USA,12,250.0,39,Unknown,33.978535,-118.37189,1256646
"Indianapolis North, IN",1300 E 86th St,Indianapolis,INDIANA,46240,USA,16,250.0,240,Unknown,39.9139,-86.1392,26101
"Mammoth Lakes - CRC, CA",437 Old Mammoth Rd,Mammoth Lakes,CALIFORNIA,93546,USA,12,250.0,2393,Unknown,37.636186,-118.967973,1256646
"Hollywood, CA",7001 Santa Monica Blvd,Hollywood,CALIFORNIA,90038,USA,32,250.0,89,Unknown,34.091072,-118.342038,1256646
"Lexington - Meijer Way, KY",351 Meijer Way,Lexington,KENTUCKY,40503,USA,12,250.0,312,Unknown,37.995554,-84.532683,11617
"Carson, CA",801 E Carson St,Carson,CALIFORNIA,90745,USA,20,250.0,6,Unknown,33.8333,-118.2599,1256646
"Refugio, TX",720 N Victoria Hwy,Refugio,TEXAS,78377,USA,12,250.0,14,Unknown,28.315183,-97.272189,230125
"San Diego - Carmel Mountain Ranch, CA",12080 Carmel Mountain Rd,San Diego,CALIFORNIA,92128,USA,12,250.0,218,Unknown,32.984443,-117.076353,1256646
"Elkhorn, WI",58 West Market Street,Elkhorn,WISCONSIN,53121,USA,12,250.0,300,Unknown,42.691939,-88.542869,24943
"North Providence, RI",1874 Mineral Spring Avenue,North Providence,RHODE ISLAND,2904,USA,8,250.0,73,Unknown,41.8605,-71.4662,6396
"Murfreesboro, TN",Joe B Jackson Pkwy,Murfreesboro,TENNESSEE,37127,USA,20,250.0,194,Unknown,35.781152,-86.374409,33221
"Hockessin, DE",605 Yorklyn Rd,Hockessin,DELAWARE,19707,USA,8,250.0,79,Unknown,39.788523,-75.697093,8435
"Burbank - E Orange Grove Ave, CA",133 E Orange Grove Ave,Burbank,CALIFORNIA,91502,USA,28,250.0,183,Unknown,34.1813,-118.3107,1256646
