Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,Elevation_m,Open Date,Latitude,Longitude,Registration_Count
"Williams, CA",464 6th St,Williams,CALIFORNIA,95987,USA,12,250.0,25,2019-12-19 00:00:00,39.15608,-122.149408,1256646
"Hyannis, MA",425 Attucks Ln,Hyannis,MASSACHUSETTS,2601,USA,12,250.0,21,2020-05-20 00:00:00,41.676619,-70.307049,73768
"Novato, CA",208 Vintage Way,Novato,CALIFORNIA,94945,USA,20,150.0,3,2020-03-28 00:00:00,38.089447,-122.551755,1256646
"San Francisco - Letterman Drive, CA",Truby St,San Francisco,CALIFORNIA,94129,USA,6,72.0,19,2019-05-23 00:00:00,37.798513,-122.449846,1256646
"Glendale, CA","877 Americana Way, Parking level 7",Glendale,CALIFORNIA,91210,USA,20,72.0,161,2018-03-30 00:00:00,34.145099,-118.256433,1256646
"Miami - SW 7th St, FL","CMX - Brickell City Centre, 701 South Miami Ave",Miami,FLORIDA,33130,USA,13,72.0,2,2018-03-16 00:00:00,25.76768,-80.192467,254878
"Cary, NC",7119 O'Kelly Chapel Rd,Cary,NORTH CAROLINA,27519,USA,12,150.0,103,2019-11-22 00:00:00,35.843605,-78.886448,70164
"Basking Ridge, NJ",403 King George Rd,Basking Ridge,NEW JERSEY,7920,USA,8,150.0,67,2019-07-13 00:00:00,40.655361,-74.529919,134753
"San Ramon, CA",2610 Bishop Dr,San Ramon,CALIFORNIA,94583,USA,16,150.0,140,2018-08-30 00:00:00,37.76292,-121.963662,1256646
"Santa Rosa, CA",380 Coddingtown Way,Santa Rosa,CALIFORNIA,95401,USA,20,250.0,45,2019-11-20 00:00:00,38.459554,-122.73023,1256646
"North Stamford, CT",1115 High Ridge Rd,Stamford,CONNECTICUT,6905,USA,8,150.0,45,2019-08-09 00:00:00,41.107885,-73.5469602,31557
"Evergreen Park, IL",9200 S Western Ave,Evergreen Park,ILLINOIS,60805,USA,10,150.0,201,2019-06-16 00:00:00,41.725315,-87.683693,99573
"Merrillville, IN",611 W Lincoln Hwy,Merrillville,INDIANA,46410,USA,10,150.0,208,2018-05-09 00:00:00,41.468444,-87.343613,26101
"Everett, WA",405 SE Everett Mall Way,Everett,WASHINGTON,98208,USA,12,250.0,155,2023-02-24 00:00:00,47.90934,-122.225824,152101
"Dickinson, ND",1681 3rd Ave W,Dickinson,NORTH DAKOTA,58601,USA,8,250.0,758,2020-06-17 00:00:00,46.901222,-102.790822,959
"Henderson, NV",1550 Railroad Pass Casino Rd,Henderson,NEVADA,89002,USA,12,150.0,694,2018-06-23 00:00:00,35.97141,-114.911332,47361
"Tigard, OR",9585 SW Washington Square Rd,Tigard,OREGON,97223,USA,10,72.0,71,2018-05-07 00:00:00,45.451608,-122.782599,64361
"Springfield, VA",6500 Springfield Mall,Springfield,VIRGINIA,22150,USA,18,150.0,72,2018-06-21 00:00:00,38.774412,-77.177566,84936
"Kansas City, MO",8301 N St Clair Ave,Kansas City,MISSOURI,64151,USA,8,72.0,315,2018-05-26 00:00:00,39.24629,-94.644943,26861
"Fort Worth - Whitmore St, TX",2616 Whitmore St,Fort Worth,TEXAS,76107,USA,16,72.0,163,2018-11-12 00:00:00,32.758293,-97.353585,230125
"Mehlville, MO",18 S County Center Way,Mehlville,MISSOURI,63129,USA,10,150.0,179,2018-06-23 00:00:00,38.508172,-90.331113,26861
"Tampa - West Swann Ave, FL",2100 West Swann Ave,Tampa,FLORIDA,33606,USA,10,120.0,6,2018-08-01 00:00:00,27.937057,-82.481113,254878
"Estes Park, CO",333 E Wonderview Ave,Estes Park,COLORADO,80517,USA,7,150.0,2337,2018-05-15 00:00:00,40.383833,-105.519783,90083
"Petaluma, CA",401 Kenilworth Dr #1030,Petaluma,CALIFORNIA,94952,USA,20,150.0,8,2015-02-03 00:00:00,38.242693,-122.625049,1256646
"Incline Village, NV",930 Tahoe Blvd,Incline Village,NEVADA,89451,USA,10,150.0,1964,2019-08-30 00:00:00,39.250765,-119.948927,47361
"Payson, AZ",201 North Beeline Hwy,Payson,ARIZONA,85541,USA,12,150.0,1514,2018-12-29 00:00:00,34.242065,-111.322538,89798
"Escanaba, MI",505 N 26th St,Escanaba,MICHIGAN,49829,USA,8,250.0,188,2021-07-31 00:00:00,45.750542,-87.085129,50284
"San Carlos, CA",1127 Industrial Rd,San Carlos,CALIFORNIA,94070,USA,19,72.0,3,2018-07-01 00:00:00,37.502912,-122.245569,1256646
"Marietta - Dallas Hwy, GA",3625 Dallas Highway,Marietta,GEORGIA,30064,USA,12,250.0,326,2023-03-15 00:00:00,33.953257,-84.657297,92368
"Reading, PA",5060 Perkiomen Ave,Reading,PENNSYLVANIA,19606,USA,8,250.0,71,2022-02-05 00:00:00,40.301734,-75.853085,70154
"Brooklyn, OH",10315 Cascade Crossing,Brooklyn,OHIO,44144,USA,8,250.0,235,2021-12-24 00:00:00,41.422533,-81.7584885,50393
"Chestnut Hill, MA",55 Boylston St,Chestnut Hill,MASSACHUSETTS,2467,USA,8,150.0,52,2020-01-10 00:00:00,42.322031,-71.172395,73768
"Milpitas - Great Mall, CA",1234 Great Mall Dr,Milpitas,CALIFORNIA,95035,USA,20,72.0,11,2019-09-20 00:00:00,37.413353,-121.897995,1256646
"McComb, MS",1436 Delaware Ave,McComb,MISSISSIPPI,39648,USA,8,150.0,137,2019-11-23 00:00:00,31.248479,-90.471779,3590
"Webster, TX",1141 S Kobayashi Dr,Webster,TEXAS,77598,USA,12,150.0,5,2019-09-18 00:00:00,29.519213,-95.121843,230125
"Kuttawa, KY",62 Days Inn Dr,Kuttawa,KENTUCKY,42055,USA,8,150.0,134,2017-01-01 00:00:00,37.073405,-88.124752,11617
"Livermore, CA",2774 Livermore Outlets Dr,Livermore,CALIFORNIA,94551,USA,20,72.0,110,2018-11-22 00:00:00,37.700349,-121.841063,1256646
"Schertz, TX",17640 IH 35 N,Schertz,TEXAS,78154,USA,8,150.0,254,2020-05-02 00:00:00,29.598455,-98.276067,230125
"Newport News, VA",12300 Jefferson Ave,Newport News,VIRGINIA,23602,USA,12,150.0,10,2019-11-14 00:00:00,37.114233,-76.494498,84936
"Mission, KS",6655 Martway St,Mission,KANSAS,66202,USA,8,72.0,301,2019-06-02 00:00:00,39.02,-94.661182,11271
"Seaford, DE",22929 Sussex Hwy,Seaford,DELAWARE,19973,USA,8,250.0,8,2022-02-24 00:00:00,38.658528,-75.592966,8435
"Beltsville, MD",10515 Baltimore Ave,Beltsville,MARYLAND,20705,USA,12,250.0,47,2022-06-03 00:00:00,39.027391,-76.917328,72139
"Erie - Perry Hwy, PA",8180 Perry Hwy,Erie,PENNSYLVANIA,16509,USA,8,250.0,338,2022-02-05 00:00:00,42.065634,-80.037239,70154
"Fairfield - Holiday Lane, CA",1350 Holiday Ln,Fairfield,CALIFORNIA,94534,USA,12,150.0,12,2019-05-09 00:00:00,38.256667,-122.065139,1256646
"Santa Monica - Santa Monica Place, CA",395 Santa Monica Place,Santa Monica,CALIFORNIA,90401,USA,14,72.0,20,2019-02-19 00:00:00,34.013087,-118.493843,1256646
"Laytonville, CA",45020 North Highway 101,Laytonville,CALIFORNIA,95454,USA,8,150.0,502,2019-06-28 00:00:00,39.689269,-123.483443,1256646
"Kill Devil Hills, NC",2012 S Croatan Hwy,Kill Devil Hills,NORTH CAROLINA,27948,USA,8,150.0,4,2019-05-30 00:00:00,35.993328,-75.651124,70164
"La Mesa, CA",8765 Fletcher Pkwy,La Mesa,CALIFORNIA,91942,USA,12,250.0,158,2022-03-18 00:00:00,32.7808724,-117.0135593,1256646
"Boonton, NJ",550 Myrtle Ave,Boonton,NEW JERSEY,7005,USA,10,150.0,118,2019-12-14 00:00:00,40.907627,-74.3976,134753
"Tejon Ranch, CA",5602 Dennis McCarthy Dr,Lebec,CALIFORNIA,93243,USA,24,150.0,337,2012-11-19 00:00:00,34.98734,-118.94623,1256646
"Celebration, FL",6240 W. Irlo Bronson Memorial Hwy,Kissimmee,FLORIDA,34747,USA,8,150.0,29,2019-05-21 00:00:00,28.331356,-81.532453,254878
"Polaris, OH",1177 Polaris Pkwy,Columbus,OHIO,43240,USA,10,150.0,281,2019-06-22 00:00:00,40.141056,-82.988972,50393
"Palo Alto - Stanford Shopping Center, CA",660 Stanford Shopping Center,Palo Alto,CALIFORNIA,94304,USA,20,72.0,22,2019-11-05 00:00:00,37.441722,-122.170271,1256646
"West Cincinnati, OH",6550 Harrison Ave,Dent,OHIO,45247,USA,12,150.0,218,2018-04-14 00:00:00,39.193996,-84.65871,50393
"Tusayan, AZ",149 AZ-64,Grand Canyon Village,ARIZONA,86023,USA,12,150.0,2008,2019-10-23 00:00:00,35.969448,-112.127675,89798
"Miami - SW 8th St, FL",701 South Miami Ave,Miami,FLORIDA,33130,USA,10,72.0,1,2018-06-01 00:00:00,25.766875,-80.194524,254878
"Seattle - NE Northgate Way, WA",401 NE Northgate Way,Seattle,WASHINGTON,98125,USA,16,250.0,85,2021-03-30 00:00:00,47.705956,-122.327133,152101
"Hayward, CA",19661 Hesperian Blvd,Hayward,CALIFORNIA,94541,USA,16,72.0,12,2019-06-22 00:00:00,37.667227,-122.120338,1256646
"Shelby, IA",12 East St,Shelby,IOWA,51570,USA,8,150.0,405,2019-01-08 00:00:00,41.500575,-95.451663,9031
"Elkhart - George Craig Travel Plaza, IN",2971 Moose Trail,Elkhart,INDIANA,46514,USA,8,250.0,241,2021-12-23 00:00:00,41.731702,-86.005057,26101
"West Melbourne, FL",205 Palm Bay Rd NE,West Melbourne,FLORIDA,32904,USA,8,120.0,8,2017-12-16 00:00:00,28.037035,-80.664204,254878
"Manteca, CA",960 Perimeter Dr,Manteca,CALIFORNIA,95337,USA,20,150.0,9,2015-02-12 00:00:00,37.782622,-121.228683,1256646
"Leavenworth, WA",1329 US-2,Leavenworth,WASHINGTON,98826,USA,16,150.0,353,2018-07-28 00:00:00,47.598608,-120.655636,152101
"Baileyville, ME",32 Houlton Rd,Baileyville,MAINE,4694,USA,8,150.0,34,2019-09-12 00:00:00,45.123159,-67.348144,7377
"Delray Beach, FL","Delray Marketplace, 14851 Lyons Rd",Delray Beach,FLORIDA,33446,USA,18,120.0,6,2018-07-01 00:00:00,26.455815,-80.190072,254878
"Elkhart - Henry Schricker Travel Plaza, IN",28054 - 2 C.R. 4 West,Elkhart,INDIANA,46514,USA,8,250.0,241,2021-12-23 00:00:00,41.732798,-86.004993,26101
"York, PA",160 Leader Heights Rd,York,PENNSYLVANIA,17403,USA,8,120.0,220,2018-08-01 00:00:00,39.9102501,-76.7015182,70154
"Mansfield, MA",280 School St,Mansfield,MASSACHUSETTS,2048,USA,8,150.0,45,2018-06-30 00:00:00,42.013729,-71.231754,73768
"Sandusky, OH",4702 Milan Rd,Sandusky,OHIO,44870,USA,10,150.0,185,2018-07-03 00:00:00,41.410173,-82.662914,50393
"Jamestown, ND",2400 8th Ave SW,Jamestown,NORTH DAKOTA,58401,USA,8,250.0,447,2020-06-17 00:00:00,46.884658,-98.719555,959
"Jacksonville - Gate Parkway, FL",4866 Gate Pkwy,Jacksonville,FLORIDA,32466,USA,8,150.0,12,2018-08-29 00:00:00,30.254019,-81.536459,254878
"Huntsville, TX",148 Interstate 45,Huntsville,TEXAS,77340,USA,6,125.0,123,2013-11-20 00:00:00,30.716158,-95.565944,230125
"Normal, IL",Uptown Station Parking Deck 11 Uptown Circle,Normal,ILLINOIS,61761,USA,8,150.0,236,2013-06-26 00:00:00,40.508497,-88.985575,99573
"Sisseton, SD",Dakota Crossing 2410 S Dakota Hwy 10,Sisseton,SOUTH DAKOTA,57262,USA,8,250.0,361,2023-03-01 00:00:00,45.65847,-97.017933,1675
"Nashville, TN",61 E Thompson Ln,Nashville,TENNESSEE,37211,USA,24,250.0,151,2019-11-23 00:00:00,36.110444,-86.723917,33221
"Miami - NE 41st Street, FL",90 NE 41st St,Miami,FLORIDA,33137,USA,14,72.0,4,2018-06-23 00:00:00,25.813933,-80.194551,254878
"Houston - Northwest Fwy, TX",14620 Northwest Fwy,Houston,TEXAS,77040,USA,8,150.0,29,2018-08-18 00:00:00,29.867259,-95.538125,230125
"Aspen, CO",38750 Highway 82,Aspen,COLORADO,81611-2506,USA,8,72.0,2402,2018-07-03 00:00:00,39.204837,-106.858507,90083
"Portage - John T McCutcheon Travel Plaza, IN",Indiana Toll Rd,Portage,INDIANA,46368,USA,8,250.0,187,2021-12-24 00:00:00,41.588366,-87.216556,26101
"New London, CT",369 N Frontage Rd,New London,CONNECTICUT,6320,USA,8,250.0,38,2020-03-07 00:00:00,41.370726,-72.119398,31557
"Chester Springs, PA",1800 Ticonderoga Blvd,Chester Springs,PENNSYLVANIA,19425,USA,12,250.0,162,2022-11-12 00:00:00,40.075235,-75.686034,70154
"Napa - Factory Stores Drive, CA",629 Factory Stores Dr,Napa,CALIFORNIA,94558,USA,20,150.0,15,2019-11-16 00:00:00,38.297635,-122.302617,1256646
"Austin - S Congress Ave, TX",1603 S Congress Ave,Austin,TEXAS,78704,USA,8,250.0,167,2021-11-23 00:00:00,30.247661,-97.750105,230125
"Monroe Township, NJ",960 NJ-33,Monroe Township,NEW JERSEY,8831,USA,8,250.0,36,2022-07-01 00:00:00,40.267115,-74.471887,134753
"North Bethesda, MD",11860 Trade St,North Bethesda,MARYLAND,20852,USA,8,72.0,119,2020-01-28 00:00:00,39.050339,-77.11657,72139
"Corte Madera, CA",1618 Redwood Hwy,Corte Madera,CALIFORNIA,94925,USA,10,72.0,3,2019-02-12 00:00:00,37.928278,-122.514823,1256646
"Altoona, IA",1430 1st Ave N,Altoona,IOWA,50009,USA,6,150.0,291,2019-02-17 00:00:00,41.663503,-93.465484,9031
"Lynchburg, VA",14480 Wards Rd,Lynchburg,VIRGINIA,24502,USA,8,250.0,283,2020-02-06 00:00:00,37.32486,-79.190523,84936
"Portland, ME",295 Forest Ave,Portland,MAINE,4101,USA,12,150.0,4,2019-10-17 00:00:00,43.664423,-70.269631,7377
"Big Sur, CA",48123 Highway 1,Big Sur,CALIFORNIA,93920,USA,8,72.0,324,2019-05-24 00:00:00,36.226876,-121.761506,1256646
"Dover, DE",2800 N Dupont Hwy,Dover,DELAWARE,19901,USA,8,120.0,13,2019-01-12 00:00:00,39.19477,-75.54729,8435
"Cape May Court House, NJ",11 Court House South Dennis Rd,Cape May,NEW JERSEY,8210,USA,12,150.0,3,2019-07-26 00:00:00,39.088417,-74.8215,134753
"Lake Geneva, WI",7036 Grand Geneva Way,Lake Geneva,WISCONSIN,53147,USA,6,150.0,272,2019-09-26 00:00:00,42.60901,-88.407819,24943
"Olathe, KS",18101 W 119th St,Olathe,KANSAS,66061,USA,8,150.0,309,2019-06-11 00:00:00,38.912194,-94.795583,11271
"Middletown, NY",601 E Main St,Middletown,NEW YORK,10941,USA,8,150.0,136,2019-09-28 00:00:00,41.442449,-74.376565,131250
"Walker, MI",2988 Walker Ave NW,Walker,MICHIGAN,49544,USA,4,150.0,228,2018-12-24 00:00:00,43.018501,-85.723629,50284
"Ukiah - N State St, CA",1315 N State St,Ukiah,CALIFORNIA,95482,USA,12,250.0,191,2022-09-13 00:00:00,39.168351,-123.210046,1256646
"Arlington, VA",2800 Clarendon Blvd,Arlington,VIRGINIA,22201,USA,18,72.0,77,2019-04-18 00:00:00,38.887481,-77.092956,84936
"Fairfield - Northbound, CT",165 Round Hill Rd,Fairfield,CONNECTICUT,6824,USA,12,250.0,15,2019-12-23 00:00:00,41.146266,-73.257157,31557
"Sault Ste. Marie, MI",1138 W. 3 Mile Rd,Sault Ste. Marie,MICHIGAN,49783,USA,8,250.0,222,2021-08-26 00:00:00,46.463553,-84.386795,50284
"Sturbridge, MA",196 Main St,Sturbridge,MASSACHUSETTS,1566,USA,12,250.0,216,2023-03-24 00:00:00,42.098547,-72.072596,73768
"Hudson, MA",2 Highland Common E,Hudson,MASSACHUSETTS,1749,USA,8,120.0,122,2019-01-29 00:00:00,42.395775,-71.594724,73768
"Ithaca, NY",744 S Meadow St,Ithaca,NEW YORK,14850,USA,8,150.0,117,2019-07-24 00:00:00,42.428639,-76.509111,131250
"Antioch, CA",5769 Lone Tree Way,Antioch,CALIFORNIA,94531,USA,10,150.0,34,2019-03-20 00:00:00,37.963695,-121.737262,1256646
"Mt Airy, NC",2905 Rockford St,Mt Airy,NORTH CAROLINA,27030,USA,8,150.0,313,2019-06-22 00:00:00,36.458847,-80.636683,70164
"Rancho Mirage, CA",71800 CA-111,Rancho Mirage,CALIFORNIA,92270,USA,24,72.0,70,2019-09-18 00:00:00,33.741311,-116.409258,1256646
"Hudsonville, MI",4075 32nd Ave,Hudsonville,MICHIGAN,49426,USA,10,150.0,221,2019-08-16 00:00:00,42.843659,-85.862462,50284
"Skowhegan, ME",496 Madison Ave,Skowhegan,MAINE,4976,USA,8,150.0,74,2020-01-01 00:00:00,44.780304,-69.727027,7377
"Las Vegas - Grand Central Parkway, NV",875 S Grand Central Pkwy,Las Vegas,NEVADA,89106,USA,8,250.0,622,2020-09-15 00:00:00,36.165908,-115.158343,47361
"Acworth, GA",3500 Baker Rd,Acworth,GEORGIA,30101,USA,12,150.0,297,2019-08-19 00:00:00,34.075443,-84.652009,92368
"Williamsport, PA",105 Maynard St,Williamsport,PENNSYLVANIA,17701,USA,8,250.0,160,2020-02-25 00:00:00,41.2328,-77.019865,70154
"Framingham, MA",1 Worcester Rd,Framingham,MASSACHUSETTS,1701,USA,12,120.0,51,2018-06-29 00:00:00,42.303637,-71.394171,73768
"Staunton, VA",1250 Richmond Ave #302,Staunton,VIRGINIA,24402,USA,8,120.0,441,2019-01-31 00:00:00,38.1334859,-79.0434692,84936
"San Jose - Coleman Ave, CA",533 Coleman Ave,San Jose,CALIFORNIA,95110,USA,12,150.0,24,2018-09-01 00:00:00,37.339661,-121.905085,1256646
"Chico, CA",1951 E 20th St,Chico,CALIFORNIA,95928,USA,18,150.0,70,2019-06-19 00:00:00,39.726633,-121.802538,1256646
"Palm Springs, CA",N Museum Dr at N Belardo Rd,Palm Springs,CALIFORNIA,92262,USA,24,250.0,143,2019-06-19 00:00:00,33.824931,-116.548824,1256646
"Yorktown Heights, NY",3303 Crompond Rd,Yorktown Heights,NEW YORK,10598,USA,12,120.0,94,2019-06-13 00:00:00,41.29053,-73.832532,131250
"Albert Lea - Happy Trails Lane, MN",820 Happy Trails Ln,Albert Lea,MINNESOTA,56007,USA,8,150.0,382,2019-08-15 00:00:00,43.657608,-93.318547,37050
"Haymarket, VA",15315 Washington St,Haymarket,VIRGINIA,20169,USA,8,120.0,112,2018-12-19 00:00:00,38.815129,-77.642614,84936
"Alameda, CA",523 South Shore Center,Alameda,CALIFORNIA,94501,USA,12,150.0,3,2018-12-15 00:00:00,37.756265,-122.249306,1256646
"Katy, TX",25675 Nelson Way,Katy,TEXAS,77494,USA,12,150.0,42,2020-07-24 00:00:00,29.774658,-95.821859,230125
"Marin City, CA",190 Donahue St,Sausalito,CALIFORNIA,94965,USA,16,72.0,3,2020-09-03 00:00:00,37.872835,-122.510499,1256646
"Altoona, PA",1915 Pleasant Valley Blvd,Altoona,PENNSYLVANIA,16602,USA,8,120.0,338,2018-12-31 00:00:00,40.499647,-78.391352,70154
"Richmond, TX",20500 Southwest Fwy,Richmond,TEXAS,77469,USA,8,150.0,23,2018-12-17 00:00:00,29.561504,-95.695242,230125
"Waterbury, CT",160 Kukas Ln,Waterbury,CONNECTICUT,6705,USA,8,120.0,122,2018-12-19 00:00:00,41.53713,-73.005368,31557
"St. Joseph, MO",201 N Belt Hwy,St. Joseph,MISSOURI,64506,USA,8,150.0,305,2018-11-20 00:00:00,39.768966,-94.801118,26861
"Seattle - Union St, WA",601 Union St,Seattle,WASHINGTON,98101,USA,10,72.0,54,2019-07-09 00:00:00,47.609686,-122.332152,152101
"Raleigh, NC",4191 The Circle At North Hills St,Raleigh,NORTH CAROLINA,27609,USA,24,250.0,110,2017-11-02 00:00:00,35.835623,-78.642569,70164
"Kearny, NJ",200 Harrison Ave,Kearny,NEW JERSEY,7032,USA,8,120.0,3,2019-02-16 00:00:00,40.749156,-74.136392,134753
"Rockaway, NJ",395 Mt Hope Ave,Rockaway,NEW JERSEY,7866,USA,12,120.0,214,2019-03-02 00:00:00,40.908225,-74.557405,134753
"Madison, VA",2902 S Seminole Trail,Madison,VIRGINIA,22727,USA,8,250.0,192,2020-02-07 00:00:00,38.34664,-78.286103,84936
"Lynnfield, MA","MarketStreet Lynnfield, 600 Market St",Lynnfield,MASSACHUSETTS,1940,USA,12,150.0,33,2019-08-02 00:00:00,42.516609,-71.032521,73768
"Queens - Queens Center, NY",90-15 Queens Blvd,Queens,NEW YORK,11373,USA,10,72.0,8,2018-10-03 00:00:00,40.735082,-73.87067,131250
"Centennial, CO",9535 E County Line Rd,Englewood,COLORADO,80112,USA,12,250.0,1776,2020-06-14 00:00:00,39.567218,-104.877928,90083
"Flushing, NY",136-20 38th Ave,Flushing,NEW YORK,11354,USA,4,72.0,14,2020-01-28 00:00:00,40.760821,-73.829676,131250
"Lowell, AR",898 W Monroe Ave,Lowell,ARKANSAS,72745,USA,8,250.0,401,2020-02-21 00:00:00,36.255329,-94.152637,7108
"Lafayette, LA",Stirling Center Dr,Lafayette,LOUISIANA,70501,USA,8,250.0,3,2020-02-13 00:00:00,30.265264,-91.994232,8150
"Roscoe, NY",1908 Old Rte 17,Roscoe,NEW YORK,12776,USA,8,150.0,393,2019-02-12 00:00:00,41.93056,-74.908742,131250
"St. Joseph, MI",3260 Niles Rd,St. Joseph,MICHIGAN,49085,USA,8,120.0,210,2013-11-26 00:00:00,42.056357,-86.456352,50284
"Oneonta, NY",4968 NY-23,Oneonta,NEW YORK,13820,USA,8,250.0,334,2020-02-07 00:00:00,42.447575,-75.048622,131250
"Bay City, MI",2980 Wilder Rd,Bay City,MICHIGAN,48706,USA,8,150.0,181,2016-09-27 00:00:00,43.622061,-83.932241,50284
"Vero Beach, FL",9050 20th St,Vero Beach,FLORIDA,32966,USA,8,250.0,7,2020-03-15 00:00:00,27.6400894,-80.5135068,254878
"Collinsville, IL",217 N Bluff Rd,Collinsville,ILLINOIS,62234,USA,8,250.0,133,2021-06-18 00:00:00,38.67344,-90.013486,99573
"Mount Pleasant, IA",1700 E Washington St,Mount Pleasant,IOWA,52641,USA,8,250.0,219,2021-06-10 00:00:00,40.961378,-91.528249,9031
"Reston, VA",1904 Reston Station Blvd,Reston,VIRGINIA,20190,USA,8,250.0,117,2020-06-26 00:00:00,38.949021,-77.339711,84936
"St. Louis Park, MN",3601 State Hwy 100 (MN-100),St. Louis Park,MINNESOTA,55416,USA,8,250.0,269,2020-05-27 00:00:00,44.935964,-93.347857,37050
"Jackman, ME",407 Main St,Jackman,MAINE,4945,USA,4,150.0,374,2019-10-19 00:00:00,45.624071,-70.25201,7377
"Superior, CO",2 S Marshall Rd,Superior,COLORADO,80027,USA,16,250.0,1669,2020-10-02 00:00:00,39.9548017,-105.1646291,90083
"North Bend, WA",46600 SE North Bend Way,North Bend,WASHINGTON,98045,USA,8,250.0,209,2019-12-12 00:00:00,47.468107,-121.716454,152101
"Tremonton, UT",Hampton Inn 2145 W Main St,Tremonton,UTAH,84337,USA,10,150.0,1317,2015-04-01 00:00:00,41.70995,-112.198576,39998
"Spokane, WA",10506 W Aero Rd,Spokane,WASHINGTON,99224,USA,8,250.0,739,2019-12-21 00:00:00,47.590359,-117.56168,152101
"Meriden, CT",903 East Main St,Meriden,CONNECTICUT,6450,USA,8,250.0,98,2020-02-09 00:00:00,41.527018,-72.773982,31557
"Flossmoor, IL",3800 Vollmer Rd,Flossmoor,ILLINOIS,60422,USA,8,250.0,212,2020-06-19 00:00:00,41.529391,-87.709287,99573
"Vancouver - NE Vancouver Mall Dr, WA",8700 NE Vancouver Mall Dr,Vancouver,WASHINGTON,98662,USA,8,250.0,74,2020-03-24 00:00:00,45.659872,-122.582467,152101
"Placerville - Broadway, CA",1184 Broadway,Placerville,CALIFORNIA,95667,USA,12,150.0,578,2019-08-31 00:00:00,38.730606,-120.788085,1256646
"Ontario, OR",243 NE East Ln,Ontario,OREGON,97914,USA,8,250.0,655,2020-09-03 00:00:00,44.025597,-116.942114,64361
"Boulder, CO",29th St,Boulder,COLORADO,80301,USA,10,150.0,1611,2018-05-30 00:00:00,40.020306,-105.257028,90083
"Fort Lauderdale, FL",2620 W Broward Blvd,Fort Lauderdale,FLORIDA,33312,USA,8,250.0,2,2020-04-06 00:00:00,26.120885,-80.177098,254878
"Clearwater, FL",26508 US Highway 19,Clearwater,FLORIDA,33761,USA,8,250.0,25,2020-02-18 00:00:00,28.013295,-82.736244,254878
"Hattiesburg, MS",6109 US-98 W,Hattiesburg,MISSISSIPPI,39402,USA,8,150.0,77,2019-11-24 00:00:00,31.322701,-89.38188,3590
"San Diego - A Street, CA",1350 6th Ave,San Diego,CALIFORNIA,92101,USA,16,72.0,28,2018-06-27 00:00:00,32.719384,-117.159567,1256646
"Los Altos, CA",4800 El Camino Real,Los Altos,CALIFORNIA,94022,USA,16,72.0,24,2020-08-07 00:00:00,37.398894,-122.110682,1256646
"Washington, PA",331 Washington Rd,Washington,PENNSYLVANIA,15301,USA,8,250.0,370,2020-08-05 00:00:00,40.1873056,-80.2293889,70154
"Mission Viejo, CA",555 Shops Blvd,Mission Viejo,CALIFORNIA,92691,USA,10,72.0,120,2020-03-25 00:00:00,33.557279,-117.668035,1256646
"North Canaan, CT",11 E Main St,Canaan,CONNECTICUT,6018,USA,8,250.0,207,2020-04-17 00:00:00,42.024331,-73.322684,31557
"Lakewood, CO",14500 W Colfax Ave,Lakewood,COLORADO,80401,USA,16,250.0,1750,2020-03-31 00:00:00,39.733697,-105.154154,90083
"Easton, MD",7655 Ocean Gateway,Easton,MARYLAND,21601,USA,8,250.0,13,2020-05-28 00:00:00,38.759257,-76.061405,72139
"Ocean City, MD",12826A Ocean Gateway,West Ocean City,MARYLAND,21842,USA,8,250.0,2,2020-02-06 00:00:00,38.335586,-75.104509,72139
"Lancaster, PA",518 Greenfield Rd,Lancaster,PENNSYLVANIA,17601,USA,8,250.0,107,2020-03-13 00:00:00,40.052622,-76.254776,70154
"Greenville, NC",701 Moye Blvd,Greenville,NORTH CAROLINA,27834,USA,8,250.0,23,2022-05-26 00:00:00,35.6055,-77.4,70164
"Glendive, MT",1919 N Merrill Ave,Glendive,MONTANA,59330,USA,8,250.0,642,2020-06-19 00:00:00,47.127042,-104.694456,4608
"Walnut Creek - Plaza Escuela, CA",1181 Locust St,Walnut Creek,CALIFORNIA,94596,USA,24,72.0,50,2019-10-24 00:00:00,37.895277,-122.061828,1256646
"Elk Grove - Elk Grove Blvd, CA",8451 Elk Grove Blvd,Elk Grove,CALIFORNIA,95758,USA,16,250.0,11,2020-07-21 00:00:00,38.409389,-121.391028,1256646
"Kremmling, CO",605 Park Ave,Kremmling,COLORADO,80459,USA,8,250.0,2247,2020-08-08 00:00:00,40.059575,-106.387881,90083
"Milford - Southbound, CT",1 CT Turnpike S,Milford,CONNECTICUT,6460,USA,2,125.0,19,2012-12-16 00:00:00,41.246232,-73.010529,31557
"Ashland, NH",158 Main St,Ashland,NEW HAMPSHIRE,3217,USA,8,250.0,163,2020-08-21 00:00:00,43.698101,-71.640119,9861
"San Diego - Friars Rd, CA",7007 Friars Rd,San Diego,CALIFORNIA,92108,USA,48,250.0,11,2019-02-01 00:00:00,32.769144,-117.166271,1256646
"Mackinaw City, MI",801 S Huron Ave,Mackinaw City,MICHIGAN,49701,USA,8,250.0,180,2020-06-10 00:00:00,45.77225,-84.7265,50284
"Maple Shade, NJ",2801 Route 73 South,Maple Shade,NEW JERSEY,8052,USA,8,250.0,17,2020-02-21 00:00:00,39.937134,-74.970511,134753
